file_x,file_y,decision,dist_l2,y,y_pred
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10358243/267848080,2730092745_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10358243/3344123920,1129186928_align.jpg",Yes,0.4967,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10453862/3558595578,3823123257_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10453862/3255646096,1390295484_align.jpg",Yes,1.3596,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10312675/4137434354,3489504640_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10312675/2827708909,1312835350_align.jpg",Yes,1.2846,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10276210/1215214757,3647951703_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10276210/3166725944,589845761_align.jpg",Yes,0.4669,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10229751/1768013740,3967528119_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10229751/2129050252,3559432859_align.jpg",Yes,1.2471,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10351752/366486375,2205563113_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10351752/3840653017,103961413_align.jpg",Yes,1.4004,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10391912/3704568826,2838780414_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10391912/1283961673,3019864047_align.jpg",Yes,0.9596,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10590693/1038647094,1590867464_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10590693/1185947830,1379908021_align.jpg",Yes,0.9821,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10552910/24639090,1826530999_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10552910/2396690588,2343974753_align.jpg",Yes,1.0848,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10250709/2299839958,2433761604_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10250709/522691076,2810228717_align.jpg",Yes,0.8006,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10552165/975992666,747129922_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10552165/1006984498,3263967733_align.jpg",Yes,1.2863,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10364866/1012089902,3134106364_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10364866/27539364,1948149681_align.jpg",Yes,0.7146,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10351752/658752419,2919731133_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10351752/1019610074,489118199_align.jpg",Yes,1.4148,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10276210/472309f7905298229cd45c78d7ca7bcb0b46d4a2.jpg_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10276210/8718367adab44aed9090da5fb31c8701a08bfbab.jpg_align.jpg",Yes,1.3581,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10457172/906516832,1366186138_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10457172/1237919115,1378964167_align.jpg",Yes,0.9225,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10510276/4230510909,3497004786_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10510276/3059079271,1782593248_align.jpg",Yes,1.0824,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10365343/3481046548,3199130877_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10365343/2318551923,813375998_align.jpg",Yes,0.7896,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10526004/1514410239,758688293_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10526004/1164645307,1210283005_align.jpg",Yes,0.6098,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10366618/2471064228,4177133737_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10366618/837200836,891951860_align.jpg",Yes,1.4916,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10301167/1323020395,3338123575_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10301167/902885576,91955310_align.jpg",Yes,1.426,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10365343/2225934879,2513992544_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10365343/806070365,3225457216_align.jpg",Yes,0.5896,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10271044/1765346154,1740526073_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10271044/394602572,4208461697_align.jpg",Yes,0.9772,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10564014/3865816955,976894895_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10564014/1662705485,3024840175_align.jpg",Yes,1.3008,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10340509/4010346201,2699926901_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10340509/1565889751,1582037005_align.jpg",Yes,1.3594,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10270904/9252ae7e5669d3650dd7daec.jpg_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10270904/0e2442a7d933c89519528f9cd11373f08202002c.jpg_align.jpg",Yes,1.3795,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10340509/3078356763,1833535119_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10340509/2511090683,1375261272_align.jpg",Yes,0.978,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10526946/526188818,3769623628_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10526946/2877807867,4020201553_align.jpg",Yes,1.1754,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10427086/2757512402,1610958823_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10427086/1594828466,4078135497_align.jpg",Yes,1.2433,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10564014/2493359493,3289202601_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10564014/3865816955,976894895_align.jpg",Yes,1.3767,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10312675/441719073,2681565649_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10312675/2137016774,3346328098_align.jpg",Yes,1.12,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10390684/3101654162,3863949384_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10390684/3458726107,4198182546_align.jpg",Yes,1.0486,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10188256/1270607480,1926831394_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10188256/3342082972,1981646568_align.jpg",Yes,1.3242,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10526004/3816202448,2417356832_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10526004/3195010672,1693685981_align.jpg",Yes,1.167,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10151957/1331594266,456305648_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10151957/a71ea8d3fd1f4134e1170d9b241f95cad1c85e36.jpg_align.jpg",Yes,0.7047,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10539551/3019740370,1171910488_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10539551/1763252114,3140740636_align.jpg",Yes,1.3576,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10415631/1054945018,4155240356_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10415631/3096362456,1934469489_align.jpg",Yes,1.0212,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10366618/760870239,4261138724_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10366618/2299380684,4027197885_align.jpg",Yes,1.3126,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10364866/2089934129,146935376_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10364866/898214771,4278270594_align.jpg",Yes,0.9696,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10366618/2046684576,1583126438_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10366618/2432428095,2094991412_align.jpg",Yes,1.4062,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10552165/d4239b356f170e5a91ef3933.jpg_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10552165/dbf554ed68c53efbb21cb143.jpg_align.jpg",Yes,0.8406,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10415631/3896844269,1281440947_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10415631/1362463861,1948525882_align.jpg",Yes,1.4712,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10303010/1981860223,2226161618_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10303010/2235375684,2714830778_align.jpg",Yes,0.7667,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10298001/4257810150,1771175702_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10298001/1479599172,3938228881_align.jpg",Yes,1.2869,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10390944/52409895,1924796896_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10390944/3126115972,1208195359_align.jpg",Yes,0.9676,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10606074/2941731157,2972844822_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10606074/8605f5f8ece2106cd8f9fd37.jpg_align.jpg",Yes,1.2214,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10340496/1832406381,1185512093_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10340496/3360105519,3333712155_align.jpg",Yes,0.8282,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10250709/1153631388,351990939_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10250709/3979906551,3183342644_align.jpg",Yes,0.742,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10271044/3828179273,3656081152_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10271044/394602572,4208461697_align.jpg",Yes,1.2725,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10480900/5beeba0f1f1172a4aa645710.jpg_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10480900/10876881,1833175892_align.jpg",Yes,1.233,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10606074/8605f5f8ece2106cd8f9fd37.jpg_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10606074/2511732419,1913040965_align.jpg",Yes,1.096,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10188256/224003672,2178498459_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10188256/3292992207,606898754_align.jpg",Yes,1.0231,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10387504/3183366088,1158649167_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10387504/2660367185,1780759943_align.jpg",Yes,1.2158,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10443874/143069574,2871827132_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10443874/4161010318,3361401938_align.jpg",Yes,0.6864,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10250709/2176550514,2824197214_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10250709/314534997,3326530579_align.jpg",Yes,0.8965,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10254152/2628164970,3217226749_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10254152/3749749647,3395425937_align.jpg",Yes,0.599,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10539551/3352192225,617294010_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10539551/1423728444,928256151_align.jpg",Yes,0.8139,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10443874/4197126694,959664346_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10443874/3746716459,2961250134_align.jpg",Yes,1.0787,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10413592/faedab64034f78f0771ada7078310a55b3191c1b.jpg_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10413592/969988298,2668542616_align.jpg",Yes,0.6539,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10576226/1665277901,4126707647_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10576226/4136600924,3057504728_align.jpg",Yes,0.7557,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10312675/759933767,3524358731_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10312675/130932333,1557678337_align.jpg",Yes,0.8401,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10390093/3205013457,3228818279_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10390093/1002268797,2319097745_align.jpg",Yes,0.7097,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10526946/1038176378,1833838881_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10526946/1434050872,574959808_align.jpg",Yes,1.1373,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10151957/668070708,2428727436_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10151957/2555722721,1273072728_align.jpg",Yes,0.7014,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10250709/3874411123,366948731_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10250709/3979906551,3183342644_align.jpg",Yes,0.8274,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10387504/4285573010,1223830811_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10387504/4064685958,1146763949_align.jpg",Yes,1.1017,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10536403/168396132,1956543981_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10536403/1860966353,2135010750_align.jpg",Yes,0.8517,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10364866/2089934129,146935376_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10364866/1323361071,1988375542_align.jpg",Yes,1.339,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10312675/717039361,2236559576_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10312675/759933767,3524358731_align.jpg",Yes,0.7979,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10254152/3066810448,2823800254_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10254152/88622357,2611841298_align.jpg",Yes,1.4454,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10301167/3245080460,1831028688_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10301167/1100764969,3079662025_align.jpg",Yes,1.4112,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10526946/1061291799,3925548055_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10526946/871465244,2084146387_align.jpg",Yes,1.0054,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10427086/2428412108,735122296_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10427086/423016516,1145592861_align.jpg",Yes,0.7424,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10480900/808832080,2132014497_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10480900/2583830507,2664848543_align.jpg",Yes,0.6343,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10413592/737229502,4085692228_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10413592/611502364,699877578_align.jpg",Yes,0.8121,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10390944/3807446852,2261355923_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10390944/3353183844,3564865494_align.jpg",Yes,0.9894,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10254152/3812041176,1677418092_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10254152/591190129,3786091925_align.jpg",Yes,1.3431,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10590693/1297325715,3253270071_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10590693/1065762462,34664042_align.jpg",Yes,1.3426,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10576226/1171457617,3508452499_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10576226/3884709999,383654637_align.jpg",Yes,1.2641,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10145749/2531615746,935026729_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10145749/3763801498,2485569316_align.jpg",Yes,1.1003,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10599708/3778224976,1048063268_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10599708/3647637828,314550164_align.jpg",Yes,1.3898,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10229751/2946172434,2314910764_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10229751/3560899767,4162215415_align.jpg",Yes,1.0999,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10405240/4261671332,1223218221_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10405240/3888850724,3762913139_align.jpg",Yes,0.9087,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10480900/1640590299,2141725454_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10480900/330263210,36092085_align.jpg",Yes,1.0548,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10301167/3468754343,3345522366_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10301167/1362496835,1632474547_align.jpg",Yes,0.8167,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10229751/3753960236,942786380_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10229751/1577509304,455191678_align.jpg",Yes,1.3457,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10303010/3986751717,3145588040_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10303010/2917945511,1063229711_align.jpg",Yes,1.1709,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10390944/1005030231,2404797508_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10390944/1837502185,65370805_align.jpg",Yes,0.8572,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10405240/2fdda3cc7cd98d108158c3c7213fb80e7aec90bc.jpg_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10405240/3333563042,2509703894_align.jpg",Yes,0.9129,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10270904/d788d43f8794a4c2d276f0cc0ef41bd5ac6e39fb.jpg_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10270904/27d647ee09e6bea6b3fb954e.jpg_align.jpg",Yes,1.1184,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10576226/3686804673,3089231316_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10576226/776330209,1908674821_align.jpg",Yes,1.2918,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10405240/1425139832,328626671_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10405240/5bafa40f4bfbfbed5322f88978f0f736aec31fc9.jpg_align.jpg",Yes,1.2319,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10298234/959620819,37528702_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10298234/1114313709,3980312972_align.jpg",Yes,0.8167,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10526004/115748258,601353925_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10526004/466570526,4286265117_align.jpg",Yes,1.286,1,No
