file_x,file_y,decision,dist_l2,y
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10505879/407326240,2597036034_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10505879/2080900772,190153987_align.jpg",Yes,0.9899,1
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10177044/2279344542,2952538761_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10177044/2563966233,3810137903_align.jpg",Yes,0.8379,1
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10179291/2970945718,3554720938_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10179291/2921339298,2629517543_align.jpg",Yes,1.385,1
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10179291/504549849,2050971333_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10179291/1774684438,2096481784_align.jpg",Yes,1.1465,1
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10433214/439401858,1717855423_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10433214/1237603962,193928856_align.jpg",Yes,1.3659,1
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10530086/1623379931,1412384631_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10530086/3929190202,3652020080_align.jpg",Yes,1.1271,1
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10393156/1792234713,1262769484_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10393156/2226264069,351491714_align.jpg",Yes,0.5105,1
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10364685/1582230220,1716498139_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10364685/3986085793,3216959091_align.jpg",Yes,0.7726,1
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10376459/3388386247,3368624476_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10376459/883103910,1153684583_align.jpg",Yes,1.0565,1
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10388539/482227395,2524945307_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10388539/1518970999,1464446250_align.jpg",Yes,1.2765,1
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10388539/2294149227,1610383383_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10388539/4271775494,693230745_align.jpg",Yes,1.4773,1
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10536652/242418333,414533669_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10536652/1054590434,460169429_align.jpg",Yes,1.1105,1
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10443361/4276280263,3728867795_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10443361/2999331297,3465408378_align.jpg",Yes,0.8589,1
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10433214/4195028086,4253911070_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10433214/68420611,1046943605_align.jpg",Yes,0.844,1
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10366199/1421236503,1930849489_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10366199/1480087223,638654398_align.jpg",Yes,0.8315,1
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10265277/3314035304,2991958027_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10265277/285659945,176623476_align.jpg",Yes,1.1565,1
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10169810/4122161934,2823831431_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10169810/3366339718,2582857647_align.jpg",Yes,1.303,1
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10606787/2225184060,1986645713_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10606787/1305210374,2502536807_align.jpg",Yes,0.8653,1
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10438974/2cf5e0fe9925bc31518ab8345fdf8db1ca137042.jpg_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10438974/6609c93d70cf3bc7ab7f7340d000baa1cd112a1a.jpg_align.jpg",Yes,0.8411,1
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10559275/d01373f082025aafa751a602fbedab64024f1a93.jpg_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10559275/d058ccbf6c81800aa4c952c7b13533fa838b47cf.jpg_align.jpg",Yes,1.3102,1
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10584775/778447034,4156357277_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10584775/1299616915,946335914_align.jpg",Yes,0.9557,1
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10294013/1482968258,1839895579_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10294013/2816707945,3891720725_align.jpg",Yes,1.1168,1
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10560466/40366614,2476177004_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10560466/2605822732,1257258898_align.jpg",Yes,0.5315,1
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10165487/3169337756,714212359_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10165487/1327013631,163461614_align.jpg",Yes,1.3751,1
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10459242/2384252979,2512219965_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10459242/2407489179,1413057677_align.jpg",Yes,0.6725,1
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10388539/4101947729,3790182268_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10388539/1080975508,2431488814_align.jpg",Yes,1.3246,1
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10366100/1662511222,2414266699_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10366100/3478424209,2418387344_align.jpg",Yes,1.2902,1
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10393851/3770867711,1315958919_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10393851/3636181561,2527164969_align.jpg",Yes,1.2167,1
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10334920/2868301720,574112004_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10334920/1319644700,3529139667_align.jpg",Yes,1.2307,1
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10553492/1391470328,816201520_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10553492/186561385,2415157887_align.jpg",Yes,0.8431,1
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10433214/4246293408,3178354278_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10433214/172477094,1065300456_align.jpg",Yes,1.4019,1
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10505879/4203770826,2724196674_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10505879/1406997028,4088043027_align.jpg",Yes,0.6036,1
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10505879/1406997028,4088043027_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10505879/609929992,4154657786_align.jpg",Yes,0.8374,1
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10161567/245e8bca91a8c3c9c9176894.jpg_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10161567/b25d9901b3226a9d267fb552.jpg_align.jpg",Yes,0.8855,1
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10464205/2503344062,3071681191_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10464205/1255202532,2750275463_align.jpg",Yes,0.7315,1
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10148536/c2cec3fdfc039245749cffe88794a4c27d1e252f.jpg_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10148536/2040836213,24203156_align.jpg",Yes,1.0732,1
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10249017/618388001,329605501_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10249017/3486469082,143787336_align.jpg",Yes,0.8748,1
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10365173/2602331022,3987585320_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10365173/565863757,1369185061_align.jpg",Yes,1.1292,1
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10505879/1514358780,4267928961_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10505879/2082366194,2666893103_align.jpg",Yes,0.6623,1
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10228983/1f178a82b9014a905c80290ca9773912b21beec1.jpg_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10228983/f2deb48f8c5494eecab460a82df5e0fe98257ee8.jpg_align.jpg",Yes,0.763,1
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10161567/245e8bca91a8c3c9c9176894.jpg_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10161567/3270778038,3209844916_align.jpg",Yes,1.1425,1
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10249017/2155981607,3731658450_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10249017/680743119,1355543063_align.jpg",Yes,1.1526,1
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10530086/1698561222,3708441987_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10530086/863308489,2946426171_align.jpg",Yes,1.0189,1
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10464205/1848678855,411640108_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10464205/3970246721,803523104_align.jpg",Yes,0.8021,1
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10365473/177126215,1645239928_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10365473/3491744541,1096214143_align.jpg",Yes,0.4851,1
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10533494/2905531684,2131212273_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10533494/3127740025,219626491_align.jpg",Yes,1.4934,1
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10129087/4b90f603738da977be0fcd49b251f8198618e3b4.jpg_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10129087/cb8065380cd791237e36de16af345982b3b780fa.jpg_align.jpg",Yes,1.2966,1
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10559275/4ec2d5628535e5dd7ca87d1676c6a7efcf1b6277.jpg_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10559275/b219ebc4b74543a9939822051e178a82b8011473.jpg_align.jpg",Yes,0.7343,1
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10376459/2002505620,1764207410_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10376459/2493331278,286196077_align.jpg",Yes,0.6951,1
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10376459/883103910,1153684583_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10376459/2648030047,314141745_align.jpg",Yes,0.9152,1
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10228983/a2cc7cd98d1001e992ddf1d3b80e7bec55e7970d.jpg_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10228983/8c1001e93901213f15d2ab0054e736d12e2e950d.jpg_align.jpg",Yes,1.3813,1
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10366199/126183626,2182942648_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10366199/2445370732,364307125_align.jpg",Yes,0.8125,1
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10438974/b21c8701a18b87d6af7912b3060828381f30fd67.jpg_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10438974/3ac79f3df8dcd1008dc4468d738b4710b8122fc5.jpg_align.jpg",Yes,1.0434,1
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10148536/b3b7d0a20cf431ad9cfc6dc64b36acaf2edd9826.jpg_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10148536/b90e7bec54e736d1790792ef9b504fc2d46269c4.jpg_align.jpg",Yes,1.1857,1
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10218954/2501848088,210756428_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10218954/3340588808,3685949564_align.jpg",Yes,1.1521,1
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10438974/d6ca7bcb0a46f21f09f3e7fff7246b600d33ae53.jpg_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10438974/cdbf6c81800a19d8a3f03da932fa828ba71e46ae.jpg_align.jpg",Yes,0.9425,1
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10299269/1913792963,3352184505_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10299269/33484241,3093489789_align.jpg",Yes,1.3666,1
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10231614/4106486162,3521373766_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10231614/1942906805,899283622_align.jpg",Yes,1.364,1
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10208177/970241990,688625823_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10208177/2037916192,1337997658_align.jpg",Yes,0.8345,1
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10393156/104618552,3612094113_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10393156/4051312926,1215337097_align.jpg",Yes,1.2609,1
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10584775/1816521310,2552661056_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10584775/1084830955,317354643_align.jpg",Yes,1.0754,1
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10360333/1250386819,2866709222_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10360333/3598929868,3435894373_align.jpg",Yes,1.2802,1
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10393156/153543845,812115842_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10393156/1069336417,3817409720_align.jpg",Yes,1.3412,1
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10393071/2546554955,1639413876_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10393071/1740905715,932396143_align.jpg",Yes,0.9845,1
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10177044/2884299335,839537150_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10177044/2183335824,2370497592_align.jpg",Yes,0.9965,1
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10533494/1076494399,2855975568_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10533494/2565010894,412872898_align.jpg",Yes,0.9646,1
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10606787/3373465959,253693883_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10606787/2257599449,2097424061_align.jpg",Yes,0.8155,1
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10208177/4196082854,988093947_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10208177/4188502119,690343315_align.jpg",Yes,0.6716,1
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10390391/1982746108,2528150986_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10390391/107358770,1962740029_align.jpg",Yes,1.0711,1
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10407812/1386917951,2581140198_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10407812/2226198608,1727377736_align.jpg",Yes,0.7949,1
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10299269/1088268853,2177187232_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10299269/3103361830,2718631535_align.jpg",Yes,1.3353,1
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10438974/94cad1c8a786c917513beb95c83d70cf3bc75765.jpg_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10438974/d1a20cf431adcbef9149c0aaadaf2edda3cc9f19.jpg_align.jpg",Yes,1.2048,1
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10438974/2367232339,105770118_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10438974/2e2eb9389b504fc22cf00ea9e4dde71191ef6deb.jpg_align.jpg",Yes,0.8896,1
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10393071/3613774465,634717876_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10393071/192187670,2878590112_align.jpg",Yes,1.0555,1
