file_x,file_y,decision,dist_l2,y,y_pred,y_pred_final,dist_l2_scaled
../Data/lfw_crop/Bill_Clinton/Bill_Clinton_0011.jpg,../Data/lfw_crop/Bill_Clinton/Bill_Clinton_0013.jpg,Yes,1.3193,1,No,No,-1.3193
../Data/lfw_crop/Ariel_Sharon/Ariel_Sharon_0005.jpg,../Data/lfw_crop/Ariel_Sharon/Ariel_Sharon_0058.jpg,Yes,0.793,1,Yes,No,-0.793
../Data/lfw_crop/Michael_Douglas/Michael_Douglas_0005.jpg,../Data/lfw_crop/Michael_Douglas/Michael_Douglas_0006.jpg,Yes,0.7857,1,Yes,No,-0.7857
../Data/lfw_crop/Ariel_Sharon/Ariel_Sharon_0013.jpg,../Data/lfw_crop/Ariel_Sharon/Ariel_Sharon_0028.jpg,Yes,0.7505,1,Yes,No,-0.7505
../Data/lfw_crop/David_Beckham/David_Beckham_0022.jpg,../Data/lfw_crop/David_Beckham/David_Beckham_0028.jpg,Yes,1.1457,1,No,No,-1.1457
../Data/lfw_crop/Jacques_Chirac/Jacques_Chirac_0032.jpg,../Data/lfw_crop/Jacques_Chirac/Jacques_Chirac_0049.jpg,Yes,1.3833,1,No,No,-1.3833
../Data/lfw_crop/Ariel_Sharon/Ariel_Sharon_0020.jpg,../Data/lfw_crop/Ariel_Sharon/Ariel_Sharon_0043.jpg,Yes,0.6987,1,Yes,No,-0.6987
../Data/lfw_crop/Jacques_Chirac/Jacques_Chirac_0023.jpg,../Data/lfw_crop/Jacques_Chirac/Jacques_Chirac_0041.jpg,Yes,1.272,1,No,No,-1.272
../Data/lfw_crop/Jennifer_Lopez/Jennifer_Lopez_0015.jpg,../Data/lfw_crop/Jennifer_Lopez/Jennifer_Lopez_0021.jpg,Yes,0.9996,1,Yes,No,-0.9996
../Data/lfw_crop/Ariel_Sharon/Ariel_Sharon_0022.jpg,../Data/lfw_crop/Ariel_Sharon/Ariel_Sharon_0048.jpg,Yes,0.6965,1,Yes,No,-0.6965
../Data/lfw_crop/Bill_Clinton/Bill_Clinton_0017.jpg,../Data/lfw_crop/Bill_Clinton/Bill_Clinton_0018.jpg,Yes,1.3322,1,No,No,-1.3322
../Data/lfw_crop/Arnold_Schwarzenegger/Arnold_Schwarzenegger_0005.jpg,../Data/lfw_crop/Arnold_Schwarzenegger/Arnold_Schwarzenegger_0033.jpg,Yes,0.7389,1,Yes,No,-0.7389
../Data/lfw_crop/Ariel_Sharon/Ariel_Sharon_0016.jpg,../Data/lfw_crop/Ariel_Sharon/Ariel_Sharon_0058.jpg,Yes,0.8068,1,Yes,No,-0.8068
../Data/lfw_crop/Ariel_Sharon/Ariel_Sharon_0066.jpg,../Data/lfw_crop/Ariel_Sharon/Ariel_Sharon_0075.jpg,Yes,1.3359,1,No,No,-1.3359
../Data/lfw_crop/Silvio_Berlusconi/Silvio_Berlusconi_0005.jpg,../Data/lfw_crop/Silvio_Berlusconi/Silvio_Berlusconi_0015.jpg,Yes,1.4418,1,No,No,-1.4418
../Data/lfw_crop/Jacques_Chirac/Jacques_Chirac_0026.jpg,../Data/lfw_crop/Jacques_Chirac/Jacques_Chirac_0033.jpg,Yes,0.6945,1,Yes,No,-0.6945
../Data/lfw_crop/Silvio_Berlusconi/Silvio_Berlusconi_0016.jpg,../Data/lfw_crop/Silvio_Berlusconi/Silvio_Berlusconi_0020.jpg,Yes,1.49,1,No,No,-1.49
../Data/lfw_crop/Ariel_Sharon/Ariel_Sharon_0004.jpg,../Data/lfw_crop/Ariel_Sharon/Ariel_Sharon_0034.jpg,Yes,0.6546,1,Yes,No,-0.6546
../Data/lfw_crop/Ariel_Sharon/Ariel_Sharon_0009.jpg,../Data/lfw_crop/Ariel_Sharon/Ariel_Sharon_0044.jpg,Yes,1.3272,1,No,No,-1.3272
../Data/lfw_crop/Paul_ONeill/Paul_ONeill_0001.jpg,../Data/lfw_crop/Paul_ONeill/Paul_ONeill_0005.jpg,Yes,0.7745,1,Yes,No,-0.7745
../Data/lfw_crop/Jacques_Chirac/Jacques_Chirac_0006.jpg,../Data/lfw_crop/Jacques_Chirac/Jacques_Chirac_0052.jpg,Yes,1.4696,1,No,No,-1.4696
../Data/lfw_crop/Lindsay_Davenport/Lindsay_Davenport_0004.jpg,../Data/lfw_crop/Lindsay_Davenport/Lindsay_Davenport_0005.jpg,Yes,0.8362,1,Yes,No,-0.8362
../Data/lfw_crop/Ariel_Sharon/Ariel_Sharon_0009.jpg,../Data/lfw_crop/Ariel_Sharon/Ariel_Sharon_0068.jpg,Yes,1.3316,1,No,No,-1.3316
../Data/lfw_crop/Ariel_Sharon/Ariel_Sharon_0006.jpg,../Data/lfw_crop/Ariel_Sharon/Ariel_Sharon_0044.jpg,Yes,0.6752,1,Yes,No,-0.6752
../Data/lfw_crop/Jacques_Chirac/Jacques_Chirac_0005.jpg,../Data/lfw_crop/Jacques_Chirac/Jacques_Chirac_0020.jpg,Yes,1.3316,1,No,No,-1.3316
../Data/lfw_crop/Britney_Spears/Britney_Spears_0008.jpg,../Data/lfw_crop/Britney_Spears/Britney_Spears_0009.jpg,Yes,1.4889,1,No,No,-1.4889
../Data/lfw_crop/Arnold_Schwarzenegger/Arnold_Schwarzenegger_0010.jpg,../Data/lfw_crop/Arnold_Schwarzenegger/Arnold_Schwarzenegger_0025.jpg,Yes,1.2613,1,No,No,-1.2613
../Data/lfw_crop/Paul_Bremer/Paul_Bremer_0010.jpg,../Data/lfw_crop/Paul_Bremer/Paul_Bremer_0017.jpg,Yes,0.998,1,Yes,No,-0.998
../Data/lfw_crop/David_Beckham/David_Beckham_0015.jpg,../Data/lfw_crop/David_Beckham/David_Beckham_0021.jpg,Yes,1.0779,1,No,No,-1.0779
../Data/lfw_crop/Ariel_Sharon/Ariel_Sharon_0005.jpg,../Data/lfw_crop/Ariel_Sharon/Ariel_Sharon_0054.jpg,Yes,1.2508,1,No,No,-1.2508
../Data/lfw_crop/Britney_Spears/Britney_Spears_0004.jpg,../Data/lfw_crop/Britney_Spears/Britney_Spears_0007.jpg,Yes,1.1047,1,No,No,-1.1047
../Data/lfw_crop/Mark_Hurlbert/Mark_Hurlbert_0004.jpg,../Data/lfw_crop/Mark_Hurlbert/Mark_Hurlbert_0005.jpg,Yes,0.478,1,Yes,No,-0.478
../Data/lfw_crop/Ariel_Sharon/Ariel_Sharon_0048.jpg,../Data/lfw_crop/Ariel_Sharon/Ariel_Sharon_0077.jpg,Yes,0.8881,1,Yes,No,-0.8881
../Data/lfw_crop/Sachiko_Yamada/Sachiko_Yamada_0003.jpg,../Data/lfw_crop/Sachiko_Yamada/Sachiko_Yamada_0004.jpg,Yes,0.9525,1,Yes,No,-0.9525
../Data/lfw_crop/Ariel_Sharon/Ariel_Sharon_0021.jpg,../Data/lfw_crop/Ariel_Sharon/Ariel_Sharon_0049.jpg,Yes,0.655,1,Yes,No,-0.655
../Data/lfw_crop/Silvio_Berlusconi/Silvio_Berlusconi_0014.jpg,../Data/lfw_crop/Silvio_Berlusconi/Silvio_Berlusconi_0020.jpg,Yes,1.4395,1,No,No,-1.4395
../Data/lfw_crop/Gregg_Popovich/Gregg_Popovich_0002.jpg,../Data/lfw_crop/Gregg_Popovich/Gregg_Popovich_0005.jpg,Yes,1.4456,1,No,No,-1.4456
../Data/lfw_crop/Bernard_Law/Bernard_Law_0003.jpg,../Data/lfw_crop/Bernard_Law/Bernard_Law_0005.jpg,Yes,1.2515,1,No,No,-1.2515
../Data/lfw_crop/Lindsay_Davenport/Lindsay_Davenport_0007.jpg,../Data/lfw_crop/Lindsay_Davenport/Lindsay_Davenport_0012.jpg,Yes,0.6819,1,Yes,No,-0.6819
../Data/lfw_crop/Ariel_Sharon/Ariel_Sharon_0060.jpg,../Data/lfw_crop/Ariel_Sharon/Ariel_Sharon_0070.jpg,Yes,0.7649,1,Yes,No,-0.7649
../Data/lfw_crop/Jacques_Chirac/Jacques_Chirac_0018.jpg,../Data/lfw_crop/Jacques_Chirac/Jacques_Chirac_0028.jpg,Yes,1.4922,1,No,No,-1.4922
../Data/lfw_crop/Rudolph_Giuliani/Rudolph_Giuliani_0011.jpg,../Data/lfw_crop/Rudolph_Giuliani/Rudolph_Giuliani_0016.jpg,Yes,1.3852,1,No,No,-1.3852
../Data/lfw_crop/Jacques_Chirac/Jacques_Chirac_0031.jpg,../Data/lfw_crop/Jacques_Chirac/Jacques_Chirac_0052.jpg,Yes,0.5543,1,Yes,No,-0.5543
../Data/lfw_crop/David_Beckham/David_Beckham_0025.jpg,../Data/lfw_crop/David_Beckham/David_Beckham_0029.jpg,Yes,0.7568,1,Yes,No,-0.7568
../Data/lfw_crop/David_Beckham/David_Beckham_0008.jpg,../Data/lfw_crop/David_Beckham/David_Beckham_0016.jpg,Yes,1.0119,1,Yes,No,-1.0119
../Data/lfw_crop/Ariel_Sharon/Ariel_Sharon_0025.jpg,../Data/lfw_crop/Ariel_Sharon/Ariel_Sharon_0043.jpg,Yes,0.7833,1,Yes,No,-0.7833
../Data/lfw_crop/Hans_Blix/Hans_Blix_0025.jpg,../Data/lfw_crop/Hans_Blix/Hans_Blix_0037.jpg,Yes,1.2177,1,No,No,-1.2177
../Data/lfw_crop/Ariel_Sharon/Ariel_Sharon_0057.jpg,../Data/lfw_crop/Ariel_Sharon/Ariel_Sharon_0071.jpg,Yes,0.4215,1,Yes,No,-0.4215
../Data/lfw_crop/Jennifer_Lopez/Jennifer_Lopez_0005.jpg,../Data/lfw_crop/Jennifer_Lopez/Jennifer_Lopez_0016.jpg,Yes,1.075,1,No,No,-1.075
../Data/lfw_crop/Arnold_Schwarzenegger/Arnold_Schwarzenegger_0007.jpg,../Data/lfw_crop/Arnold_Schwarzenegger/Arnold_Schwarzenegger_0020.jpg,Yes,1.3183,1,No,No,-1.3183
../Data/lfw_crop/David_Beckham/David_Beckham_0022.jpg,../Data/lfw_crop/David_Beckham/David_Beckham_0024.jpg,Yes,1.3348,1,No,No,-1.3348
../Data/lfw_crop/Gordon_Brown/Gordon_Brown_0002.jpg,../Data/lfw_crop/Gordon_Brown/Gordon_Brown_0007.jpg,Yes,0.6308,1,Yes,No,-0.6308
../Data/lfw_crop/David_Beckham/David_Beckham_0019.jpg,../Data/lfw_crop/David_Beckham/David_Beckham_0028.jpg,Yes,1.1945,1,No,No,-1.1945
../Data/lfw_crop/Tom_Cruise/Tom_Cruise_0001.jpg,../Data/lfw_crop/Tom_Cruise/Tom_Cruise_0005.jpg,Yes,0.8508,1,Yes,No,-0.8508
../Data/lfw_crop/Silvio_Berlusconi/Silvio_Berlusconi_0030.jpg,../Data/lfw_crop/Silvio_Berlusconi/Silvio_Berlusconi_0032.jpg,Yes,1.3029,1,No,No,-1.3029
../Data/lfw_crop/Ariel_Sharon/Ariel_Sharon_0016.jpg,../Data/lfw_crop/Ariel_Sharon/Ariel_Sharon_0065.jpg,Yes,0.5381,1,Yes,No,-0.5381
../Data/lfw_crop/Arnold_Schwarzenegger/Arnold_Schwarzenegger_0010.jpg,../Data/lfw_crop/Arnold_Schwarzenegger/Arnold_Schwarzenegger_0029.jpg,Yes,1.2824,1,No,No,-1.2824
../Data/lfw_crop/Lindsay_Davenport/Lindsay_Davenport_0003.jpg,../Data/lfw_crop/Lindsay_Davenport/Lindsay_Davenport_0022.jpg,Yes,0.6501,1,Yes,No,-0.6501
../Data/lfw_crop/Paul_Gascoigne/Paul_Gascoigne_0001.jpg,../Data/lfw_crop/Paul_Gascoigne/Paul_Gascoigne_0003.jpg,Yes,1.2299,1,No,No,-1.2299
../Data/lfw_crop/Alvaro_Silva_Calderon/Alvaro_Silva_Calderon_0001.jpg,../Data/lfw_crop/Alvaro_Silva_Calderon/Alvaro_Silva_Calderon_0003.jpg,Yes,1.3432,1,No,No,-1.3432
../Data/lfw_crop/Ariel_Sharon/Ariel_Sharon_0011.jpg,../Data/lfw_crop/Ariel_Sharon/Ariel_Sharon_0070.jpg,Yes,0.8085,1,Yes,No,-0.8085
../Data/lfw_crop/Ariel_Sharon/Ariel_Sharon_0035.jpg,../Data/lfw_crop/Ariel_Sharon/Ariel_Sharon_0060.jpg,Yes,0.8277,1,Yes,No,-0.8277
../Data/lfw_crop/Britney_Spears/Britney_Spears_0010.jpg,../Data/lfw_crop/Britney_Spears/Britney_Spears_0014.jpg,Yes,0.8155,1,Yes,No,-0.8155
../Data/lfw_crop/Roy_Moore/Roy_Moore_0002.jpg,../Data/lfw_crop/Roy_Moore/Roy_Moore_0004.jpg,Yes,1.3458,1,No,No,-1.3458
../Data/lfw_crop/David_Beckham/David_Beckham_0005.jpg,../Data/lfw_crop/David_Beckham/David_Beckham_0012.jpg,Yes,1.1489,1,No,No,-1.1489
../Data/lfw_crop/Jose_Maria_Aznar/Jose_Maria_Aznar_0002.jpg,../Data/lfw_crop/Jose_Maria_Aznar/Jose_Maria_Aznar_0012.jpg,Yes,0.8403,1,Yes,No,-0.8403
../Data/lfw_crop/Arnold_Schwarzenegger/Arnold_Schwarzenegger_0005.jpg,../Data/lfw_crop/Arnold_Schwarzenegger/Arnold_Schwarzenegger_0037.jpg,Yes,0.8581,1,Yes,No,-0.8581
../Data/lfw_crop/Jacques_Chirac/Jacques_Chirac_0024.jpg,../Data/lfw_crop/Jacques_Chirac/Jacques_Chirac_0046.jpg,Yes,0.7718,1,Yes,No,-0.7718
../Data/lfw_crop/Rudolph_Giuliani/Rudolph_Giuliani_0021.jpg,../Data/lfw_crop/Rudolph_Giuliani/Rudolph_Giuliani_0022.jpg,Yes,0.4852,1,Yes,No,-0.4852
../Data/lfw_crop/Hans_Blix/Hans_Blix_0009.jpg,../Data/lfw_crop/Hans_Blix/Hans_Blix_0027.jpg,Yes,0.838,1,Yes,No,-0.838
../Data/lfw_crop/Ariel_Sharon/Ariel_Sharon_0021.jpg,../Data/lfw_crop/Ariel_Sharon/Ariel_Sharon_0072.jpg,Yes,0.7411,1,Yes,No,-0.7411
../Data/lfw_crop/Bill_Clinton/Bill_Clinton_0027.jpg,../Data/lfw_crop/Bill_Clinton/Bill_Clinton_0028.jpg,Yes,1.308,1,No,No,-1.308
../Data/lfw_crop/Giuseppe_Gibilisco/Giuseppe_Gibilisco_0002.jpg,../Data/lfw_crop/Giuseppe_Gibilisco/Giuseppe_Gibilisco_0003.jpg,Yes,1.4957,1,No,No,-1.4957
../Data/lfw_crop/Ariel_Sharon/Ariel_Sharon_0005.jpg,../Data/lfw_crop/Ariel_Sharon/Ariel_Sharon_0010.jpg,Yes,0.7013,1,Yes,No,-0.7013
../Data/lfw_crop/Ariel_Sharon/Ariel_Sharon_0029.jpg,../Data/lfw_crop/Ariel_Sharon/Ariel_Sharon_0046.jpg,Yes,0.8429,1,Yes,No,-0.8429
../Data/lfw_crop/Ibrahim_Jaafari/Ibrahim_Jaafari_0001.jpg,../Data/lfw_crop/Ibrahim_Jaafari/Ibrahim_Jaafari_0002.jpg,Yes,1.4164,1,No,No,-1.4164
../Data/lfw_crop/David_Beckham/David_Beckham_0008.jpg,../Data/lfw_crop/David_Beckham/David_Beckham_0026.jpg,Yes,0.923,1,Yes,No,-0.923
../Data/lfw_crop/Arnold_Schwarzenegger/Arnold_Schwarzenegger_0013.jpg,../Data/lfw_crop/Arnold_Schwarzenegger/Arnold_Schwarzenegger_0034.jpg,Yes,1.303,1,No,No,-1.303
../Data/lfw_crop/Hugh_Grant/Hugh_Grant_0001.jpg,../Data/lfw_crop/Hugh_Grant/Hugh_Grant_0008.jpg,Yes,0.9544,1,Yes,No,-0.9544
../Data/lfw_crop/Ariel_Sharon/Ariel_Sharon_0007.jpg,../Data/lfw_crop/Ariel_Sharon/Ariel_Sharon_0041.jpg,Yes,0.7109,1,Yes,No,-0.7109
../Data/lfw_crop/Ariel_Sharon/Ariel_Sharon_0004.jpg,../Data/lfw_crop/Ariel_Sharon/Ariel_Sharon_0050.jpg,Yes,0.7633,1,Yes,No,-0.7633
../Data/lfw_crop/Silvio_Berlusconi/Silvio_Berlusconi_0019.jpg,../Data/lfw_crop/Silvio_Berlusconi/Silvio_Berlusconi_0024.jpg,Yes,0.8381,1,Yes,No,-0.8381
../Data/lfw_crop/Jennifer_Lopez/Jennifer_Lopez_0006.jpg,../Data/lfw_crop/Jennifer_Lopez/Jennifer_Lopez_0008.jpg,Yes,1.1689,1,No,No,-1.1689
../Data/lfw_crop/Ariel_Sharon/Ariel_Sharon_0018.jpg,../Data/lfw_crop/Ariel_Sharon/Ariel_Sharon_0075.jpg,Yes,0.7506,1,Yes,No,-0.7506
../Data/lfw_crop/Rudolph_Giuliani/Rudolph_Giuliani_0006.jpg,../Data/lfw_crop/Rudolph_Giuliani/Rudolph_Giuliani_0013.jpg,Yes,1.3656,1,No,No,-1.3656
../Data/lfw_crop/Bill_Clinton/Bill_Clinton_0003.jpg,../Data/lfw_crop/Bill_Clinton/Bill_Clinton_0026.jpg,Yes,1.3351,1,No,No,-1.3351
../Data/lfw_crop/Lindsay_Davenport/Lindsay_Davenport_0004.jpg,../Data/lfw_crop/Lindsay_Davenport/Lindsay_Davenport_0017.jpg,Yes,1.0231,1,Yes,No,-1.0231
../Data/lfw_crop/Jacques_Chirac/Jacques_Chirac_0006.jpg,../Data/lfw_crop/Jacques_Chirac/Jacques_Chirac_0007.jpg,Yes,0.5587,1,Yes,No,-0.5587
../Data/lfw_crop/Ariel_Sharon/Ariel_Sharon_0011.jpg,../Data/lfw_crop/Ariel_Sharon/Ariel_Sharon_0077.jpg,Yes,0.6458,1,Yes,No,-0.6458
../Data/lfw_crop/Ariel_Sharon/Ariel_Sharon_0009.jpg,../Data/lfw_crop/Ariel_Sharon/Ariel_Sharon_0058.jpg,Yes,1.1909,1,No,No,-1.1909
../Data/lfw_crop/Ariel_Sharon/Ariel_Sharon_0067.jpg,../Data/lfw_crop/Ariel_Sharon/Ariel_Sharon_0069.jpg,Yes,0.9795,1,Yes,No,-0.9795
../Data/lfw_crop/Ariel_Sharon/Ariel_Sharon_0018.jpg,../Data/lfw_crop/Ariel_Sharon/Ariel_Sharon_0053.jpg,Yes,0.8719,1,Yes,No,-0.8719
../Data/lfw_crop/Ariel_Sharon/Ariel_Sharon_0015.jpg,../Data/lfw_crop/Ariel_Sharon/Ariel_Sharon_0054.jpg,Yes,1.2334,1,No,No,-1.2334
../Data/lfw_crop/Bob_Hope/Bob_Hope_0006.jpg,../Data/lfw_crop/Bob_Hope/Bob_Hope_0007.jpg,Yes,1.3923,1,No,No,-1.3923
../Data/lfw_crop/Nancy_Pelosi/Nancy_Pelosi_0003.jpg,../Data/lfw_crop/Nancy_Pelosi/Nancy_Pelosi_0014.jpg,Yes,1.3185,1,No,No,-1.3185
../Data/lfw_crop/Mike_Martz/Mike_Martz_0004.jpg,../Data/lfw_crop/Mike_Martz/Mike_Martz_0007.jpg,Yes,0.9255,1,Yes,No,-0.9255
../Data/lfw_crop/Jose_Maria_Aznar/Jose_Maria_Aznar_0005.jpg,../Data/lfw_crop/Jose_Maria_Aznar/Jose_Maria_Aznar_0017.jpg,Yes,0.832,1,Yes,No,-0.832
../Data/lfw_crop/Tom_Cruise/Tom_Cruise_0005.jpg,../Data/lfw_crop/Tom_Cruise/Tom_Cruise_0010.jpg,Yes,1.0663,1,Yes,No,-1.0663
../Data/lfw_crop/Ariel_Sharon/Ariel_Sharon_0055.jpg,../Data/lfw_crop/Ariel_Sharon/Ariel_Sharon_0062.jpg,Yes,0.6757,1,Yes,No,-0.6757
../Data/lfw_crop/Silvio_Berlusconi/Silvio_Berlusconi_0021.jpg,../Data/lfw_crop/Silvio_Berlusconi/Silvio_Berlusconi_0032.jpg,Yes,1.3904,1,No,No,-1.3904
../Data/lfw_crop/Ariel_Sharon/Ariel_Sharon_0013.jpg,../Data/lfw_crop/Ariel_Sharon/Ariel_Sharon_0043.jpg,Yes,0.5116,1,Yes,No,-0.5116
../Data/lfw_crop/Charlotte_Rampling/Charlotte_Rampling_0001.jpg,../Data/lfw_crop/Charlotte_Rampling/Charlotte_Rampling_0002.jpg,Yes,1.3233,1,No,No,-1.3233
../Data/lfw_crop/Ai_Sugiyama/Ai_Sugiyama_0001.jpg,../Data/lfw_crop/Ai_Sugiyama/Ai_Sugiyama_0004.jpg,Yes,0.6347,1,Yes,No,-0.6347
